site_id,survey_date,pit_tag_id
22008,2016-07-19,900067000089683
22008,2016-07-21,900067000089652
22008,2016-07-23,900067000089683
22008,2016-07-23,900067000089755
22008,2016-08-14,900067000089652
22008,2016-08-14,900067000089680
22008,2016-08-14,900067000089755
22008,2016-08-14,900067000089846
22008,2016-08-14,900067000089874
22008,2016-08-14,900067000089965
22008,2016-08-14,900067000089993
22008,2016-08-15,900067000089639
22008,2016-08-15,900067000089652
22008,2016-08-15,900067000089680
22008,2016-08-15,900067000089741
22008,2016-08-15,900067000089874
22008,2016-08-15,900067000089943
22008,2016-08-15,900067000089993
22008,2016-08-16,900067000089560
22008,2016-08-16,900067000089680
22008,2016-08-16,900067000089683
22008,2016-08-16,900067000089741
22008,2016-08-16,900067000089803
22008,2016-08-16,900067000089837
22008,2016-08-16,900067000089846
22008,2016-08-16,900067000089874
22008,2016-08-16,900067000089900
22008,2016-08-16,900067000089965
22008,2016-08-16,900067000089993
22008,2016-09-07,900067000089639
22008,2016-09-07,900067000089652
22008,2016-09-07,900067000089704
22008,2016-09-07,900067000089724
22008,2016-09-07,900067000089741
22008,2016-09-07,900067000089846
22008,2016-09-07,900067000089874
22008,2016-09-07,900067000089993
22008,2016-09-08,900067000089636
22008,2016-09-08,900067000089652
22008,2016-09-08,900067000089680
22008,2016-09-08,900067000089704
22008,2016-09-08,900067000089741
22008,2016-09-08,900067000089755
22008,2016-09-08,900067000089829
22008,2016-09-08,900067000089900
22008,2016-09-08,900067000089965
22008,2016-09-08,900067000089993
22008,2016-09-09,900067000089652
22008,2016-09-09,900067000089680
22008,2016-09-09,900067000089704
22008,2016-09-09,900067000089741
22008,2016-09-09,900067000089755
22008,2016-09-09,900067000089846
22008,2016-09-09,900067000089874
22008,2016-09-09,900067000089965
22008,2017-08-08,900067000089520
22008,2017-08-08,900067000089593
22008,2017-08-08,900067000089652
22008,2017-08-08,900067000089676
22008,2017-08-08,900067000089680
22008,2017-08-08,900067000089709
22008,2017-08-08,900067000089755
22008,2017-08-08,900067000089829
22008,2017-08-08,900067000089837
22008,2017-08-08,900067000089900
22008,2017-08-08,900067000089965
22008,2017-08-09,900067000089560
22008,2017-08-09,900067000089593
22008,2017-08-09,900067000089636
22008,2017-08-09,900067000089652
22008,2017-08-09,900067000089676
22008,2017-08-09,900067000089680
22008,2017-08-09,900067000089704
22008,2017-08-09,900067000089709
22008,2017-08-09,900067000089741
22008,2017-08-09,900067000089755
22008,2017-08-09,900067000089780
22008,2017-08-09,900067000089829
22008,2017-08-09,900067000089837
22008,2017-08-09,900067000089900
22008,2017-08-09,900067000089965
22008,2017-08-10,900067000089560
22008,2017-08-10,900067000089636
22008,2017-08-10,900067000089652
22008,2017-08-10,900067000089676
22008,2017-08-10,900067000089704
22008,2017-08-10,900067000089709
22008,2017-08-10,900067000089741
22008,2017-08-10,900067000089751
22008,2017-08-10,900067000089755
22008,2017-08-10,900067000089780
22008,2017-08-10,900067000089800
22008,2017-08-10,900067000089829
22008,2017-08-10,900067000089837
22008,2017-08-10,900067000089965
22008,2017-09-12,900067000089560
22008,2017-09-12,900067000089636
22008,2017-09-12,900067000089652
22008,2017-09-12,900067000089680
22008,2017-09-12,900067000089709
22008,2017-09-12,900067000089755
22008,2017-09-12,900067000089780
22008,2017-09-12,900067000089829
22008,2017-09-12,900067000089900
22008,2017-09-12,900067000089965
22008,2017-09-13,900067000089520
22008,2017-09-13,900067000089526
22008,2017-09-13,900067000089560
22008,2017-09-13,900067000089636
22008,2017-09-13,900067000089676
22008,2017-09-13,900067000089680
22008,2017-09-13,900067000089709
22008,2017-09-13,900067000089741
22008,2017-09-13,900067000089751
22008,2017-09-13,900067000089755
22008,2017-09-13,900067000089780
22008,2017-09-13,900067000089800
22008,2017-09-13,900067000089837
22008,2017-09-13,900067000089900
22008,2017-09-13,900067000089965
22008,2017-09-13,900067000089985
22008,2017-09-14,900067000089520
22008,2017-09-14,900067000089526
22008,2017-09-14,900067000089593
22008,2017-09-14,900067000089636
22008,2017-09-14,900067000089676
22008,2017-09-14,900067000089680
22008,2017-09-14,900067000089709
22008,2017-09-14,900067000089741
22008,2017-09-14,900067000089751
22008,2017-09-14,900067000089753
22008,2017-09-14,900067000089755
22008,2017-09-14,900067000089780
22008,2017-09-14,900067000089837
22008,2017-09-14,900067000089900
22008,2017-09-14,900067000089965
22008,2017-09-14,900067000089985
22008,2017-09-14,900067000089987
22008,2018-06-28,900067000089528
22008,2018-06-28,900067000089581
22008,2018-06-28,900067000089652
22008,2018-06-28,900067000089676
22008,2018-06-28,900067000089709
22008,2018-06-28,900067000089755
22008,2018-06-28,900067000089780
22008,2018-06-28,900067000089837
22008,2018-06-28,900067000089965
22008,2018-06-28,900067000089985
22008,2018-06-28,982000410163511
22008,2018-06-29,900067000089528
22008,2018-06-29,900067000089581
22008,2018-06-29,900067000089676
22008,2018-06-29,900067000089709
22008,2018-06-29,900067000089730
22008,2018-06-29,900067000089755
22008,2018-06-29,900067000089780
22008,2018-06-29,900067000089837
22008,2018-06-29,900067000089900
22008,2018-06-29,900067000089902
22008,2018-06-29,900067000089965
22008,2018-06-29,900067000089985
22008,2018-06-29,982000410163511
22008,2018-06-30,900067000089528
22008,2018-06-30,900067000089581
22008,2018-06-30,900067000089652
22008,2018-06-30,900067000089676
22008,2018-06-30,900067000089709
22008,2018-06-30,900067000089755
22008,2018-06-30,900067000089780
22008,2018-06-30,900067000089837
22008,2018-06-30,900067000089900
22008,2018-06-30,900067000089902
22008,2018-06-30,900067000089965
22008,2018-06-30,900067000089985
22008,2018-06-30,982000410163511
22008,2018-09-03,900067000089581
22008,2018-09-03,900067000089652
22008,2018-09-03,900067000089755
22008,2018-09-03,900067000089902
22008,2018-09-03,900067000089965
22008,2018-09-04,900067000089581
22008,2018-09-04,900067000089651
22008,2018-09-04,900067000089652
22008,2018-09-04,900067000089709
22008,2018-09-04,900067000089900
22008,2018-09-04,900067000089965
22008,2018-09-04,900067000089985
22008,2018-09-05,900067000089528
22008,2018-09-05,900067000089581
22008,2018-09-05,900067000089652
22008,2018-09-05,900067000089965
22008,2019-08-19,900067000089531
22008,2019-08-19,900067000089600
22008,2019-08-19,900067000089709
22008,2019-08-19,900067000089751
22008,2019-08-19,900067000089755
22008,2019-08-19,900067000089780
22008,2019-08-19,900067000089800
22008,2019-08-19,900067000089817
22008,2019-08-19,900067000089900
22008,2019-08-19,900067000089985
22008,2019-08-19,982000410163511
22008,2019-08-20,900067000089709
22008,2019-08-20,900067000089751
22008,2019-08-20,900067000089755
22008,2019-08-20,900067000089780
22008,2019-08-20,900067000089800
22008,2019-08-20,900067000089900
22008,2019-08-20,982000410163511
22008,2019-08-21,900067000089531
22008,2019-08-21,900067000089593
22008,2019-08-21,900067000089631
22008,2019-08-21,900067000089709
22008,2019-08-21,900067000089751
22008,2019-08-21,900067000089755
22008,2019-08-21,900067000089800
22008,2019-08-21,900067000089900
22008,2019-08-21,900067000089902
22008,2019-08-21,900067000089985
22008,2019-08-21,900067000089987
22008,2020-07-14,900067000089531
22008,2020-07-14,900067000089593
22008,2020-07-14,900067000089709
22008,2020-07-14,900067000089755
22008,2020-07-14,900067000089985
22008,2020-07-14,982000410163511
22008,2020-07-15,900067000089531
22008,2020-07-15,900067000089709
22008,2020-07-15,900067000089755
22008,2020-07-15,900067000089800
22008,2020-07-15,982000410163511
22008,2020-07-16,900067000089531
22008,2020-07-16,900067000089593
22008,2020-07-16,900067000089709
22008,2020-07-16,900067000089755
22008,2020-07-16,900067000089800
22008,2020-07-16,900067000089985
22008,2020-07-16,982000410163511
22008,2021-07-22,900067000089593
22008,2021-07-22,900067000089902
22008,2021-07-22,900067000089987
22008,2021-07-23,900067000089902
22008,2022-06-18,900067000089531
